Ticker,SharesOut,ZacksSector,Beta,Price,Name
APA,376.04,Oils-Energy,1.95,25.59,Apache Corporation
APAM,77.8,Finance,1.88,32.32,Artisan Partners Asset Management Inc.
APD,220.49,Basic Materials,0.85,234.99,"Air Products and Chemicals, Inc."
APDN,3.48,Industrial Products,0.22,4.19,Applied DNA Sciences Inc
APEI,15.4,Consumer Discretionary,0.99,27.39,"American Public Education, Inc."
APELY,97.95,Computer and Technology,1.57,45.53,Alps Electric
APEMY,83.7,Basic Materials,2.2,31.81,Aperam
APEN,20.94,Medical,0.77,2.85,"Apollo Endosurgery, Inc."
APEOF,213.93,Basic Materials,1.6,0.033,Americas Petrogas Inc.
APEX,5.31,Consumer Discretionary,1.26,0.78,Cherokee Inc.
APGI,82.91,Oils-Energy,4.4,0.006,American Power Group Corp.
APH,296.49,Computer and Technology,1.03,108.23,Amphenol Corporation
APHA,251.56,Medical,2.78,5.22,Aphria Inc.
APLD,9.07,Aerospace,2.04,0.0072,Applied Science Products Inc.
APLE,223.86,Finance,0.78,16.25,"Apple Hospitality REIT, Inc."
APLS,63.89,Medical,0.67,30.62,"Apellis Pharmaceuticals, Inc."
APLT,17.13,Medical,,27.28,Applied Therapeutics Inc.
APM,28.97,Medical,,15.8499,Aptorum Group Limited
APNHY,456.45,Medical,1.25,8.33,ASPEN PHARMACR
APO,222.46,Finance,1.51,47.71,"Apollo Global Management, LLC"
APOG,26.56,Industrial Products,1.61,32.5,"Apogee Enterprises, Inc."
APOP,2.24,Medical,1.77,2.2197,Cellect Biotechnology Ltd.
APPF,34.06,Computer and Technology,1.18,109.95,"AppFolio, Inc."
APPN,67.15,Computer and Technology,0.85,38.21,Appian Corporation
APPS,85.82,Computer and Technology,1.53,7.13,"Digital Turbine, Inc."
APRE,20.99,Medical,,45.89,"Aprea Therapeutics, Inc."
APRN,13.17,Consumer Staples,1.08,6.58,"Blue Apron Holdings, Inc."
APT,13.02,Industrial Products,0.7,3.43,"Alpha Pro Tech, Ltd."
APTL,1.26,Computer and Technology,0.2,64,Alaska Power & Telephone Co.
APTO,71.61,Medical,2.01,5.67,"Aptose Biosciences, Inc."
APTS,45.81,Finance,0.42,13.32,"Preferred Apartment Communities, Inc."
APTV,255.29,Business Services,2.02,94.97,Aptiv PLC
APTX,33.56,Medical,0.19,3.42,Aptinyx Inc.
APVO,45.28,Medical,2.5,0.6545,Aptevo Therapeutics Inc.
APVS,107.8,Aerospace,-0.65,0.0013,Applied Visual Sciences Inc.
APWC,13.82,Industrial Products,1.45,1.38,Asia Pacific Wire & Cable Corporation Limited
APY,77.46,Construction,2.39,33.78,Apergy Corporation
APYP,5140.22,Computer and Technology,0.92,0.0001,"Appyea, Inc."
APYX,34.17,Medical,0.15,8.46,Bovie Medical Corporation
AQB,21.6,Medical,1.03,2.17,"AquaBounty Technologies, Inc."
AQMS,57.39,Business Services,0.72,0.7553,"Aqua Metals, Inc."
AQN,524.2,Utilities,0.57,14.15,Algonquin Power & Utilities Corp.
AQST,25.04,Medical,2.6,5.82,"Aquestive Therapeutics, Inc."
AQUA,114.4,Business Services,1.71,18.95,EVOQUA WATR TEC
AR,304.27,Oils-Energy,0.82,2.85,Antero Resources Corporation
ARA,32.61,Medical,2.16,10.37,"American Renal Associates Holdings, Inc"
ARAV,14.65,Medical,2.51,13.67,"ARAVIVE, INC"
ARAY,89.03,Medical,1.99,2.82,Accuray Incorporated
ARC,45.89,Industrial Products,1.74,1.39,"ARC Document Solutions, Inc."
ARCAY,87.71,Construction,1.14,23.2,Arcadis NV
ARCB,25.51,Transportation,1.94,27.6,ArcBest Corporation
ARCC,427.19,Finance,0.58,18.65,Ares Capital Corporation
ARCE,23.69,Computer and Technology,0.49,44.2,Arco Platform Limited
ARCH,15.04,Basic Materials,0.33,71.74,Arch Coal Inc.
ARCO,205.23,Retail-Wholesale,1.12,8.1,Arcos Dorados Holdings Inc.
ARCT,15.14,Medical,2.47,10.87,Alcobra Ltd.
ARCW,23.48,Computer and Technology,1.36,0.155,"ARC Group Worldwide, Inc."
ARD,18.64,Industrial Products,1.24,19.58,Ardagh Group S.A.
ARDMQ,15.28,Medical,1.2,0.062,Aradigm Corporation
ARDS,8.91,Medical,-0.84,4.45,Aridis Pharmaceuticals Inc.
ARDX,65.8,Medical,1.72,7.505,"Ardelyx, Inc."
ARE,113.42,Finance,0.7,161.58,"Alexandria Real Estate Equities, Inc."
AREC,27.34,Basic Materials,,0.63,American Resources Corporation
ARES,114.75,Finance,1.52,35.69,Ares Management L.P.
AREXQ,93.66,Oils-Energy,2.65,0.0063,Approach Resources Inc.
ARFXF,271.68,Medical,-0.27,0.133,PROMIS NEUROSCI
ARGKF,256.13,Industrial Products,1.08,10.85,Aggreko PLC
ARGO,34.33,Finance,0.57,65.75,"Argo Group International Holdings, Ltd."
ARGX,38.11,Medical,1.25,160.52,ARGENX SE-ADR
ARI,153.54,Finance,0.59,18.29,Apollo Commercial Real Estate Finance
ARINA,2.04,Finance,-0.81,0.2525,Arista Investors Corp.
ARKAY,76.58,Basic Materials,1.39,106.42,Arkema SA
ARKR,3.5,Retail-Wholesale,0.48,22.49,Ark Restaurants Corp.
ARL,16,Finance,0.55,17.13,"American Realty Investors, Inc."
ARLO,75.71,Computer and Technology,0.71,4.21,"Arlo Technologies, Inc."
ARLP,128.13,Oils-Energy,0.86,10.82,"Alliance Resource Partners, L.P."
ARMK,249.88,Consumer Staples,0.86,43.4,Aramark
ARMP,9.93,Medical,2.93,3.25,AmpliPhi Biosciences Corporation
ARNA,50.11,Medical,1.48,45.42,"Arena Pharmaceuticals, Inc."
ARNC,432.94,Basic Materials,1.5,30.77,Arconic Inc.
AROC,151.91,Oils-Energy,2.83,10.04,"Archrock, Inc."
AROW,14.98,Finance,0.62,37.8,Arrow Financial Corporation
ARPO,40.59,Medical,2.94,0.6235,"Aerpio Pharmaceuticals, Inc."
ARQL,120.87,Medical,2.47,19.96,"ArQule, Inc."
ARR,58.89,Finance,0.67,17.87,"ARMOUR Residential REIT, Inc."
ARREF,180.17,Basic Materials,1.59,0.4155,Amerigo Resources Ltd.
ARTH,186.9,Medical,0.32,0.2496,"Arch Therapeutics, Inc."
ARTL,3.43,Medical,,2.7,"Artelo Biosciences, Inc."
ARTNA,9.28,Utilities,0.08,37.21,Artesian Resources Corporation
ARTW,4.3,Industrial Products,0.85,1.77,"Art's-Way Manufacturing Co., Inc."
ARVN,33.75,Medical,2.73,41.09,"Arvinas, Inc."
ARW,81.45,Computer and Technology,1.36,84.74,"Arrow Electronics, Inc."
ARWGF,176.26,Finance,-0.25,3.46,ARROW GLOBAL GP
ARWR,95.71,Medical,1.97,63.43,"Arrowhead Pharmaceuticals, Inc."
ARYC,1126.5,Medical,0.02,0.0224,Arrayit Corp.
ASA,19.29,Finance,-0.14,13.63,ASA Gold and Precious Metals Limited
ASAZY,2225.15,Industrial Products,0.88,11.645,Assa Abloy AB
ASB,159.34,Finance,1.21,22.04,Associated Banc-Corp
ASBFY,791.67,Consumer Staples,0.97,34.48,Associated British Foods PLC
ASC,33.1,Transportation,1.3,9.05,Ardmore Shipping Corporation
ASCMA,12.5,Industrial Products,,0.818,"Ascent Capital Group, Inc."
ASEKY,294.67,Auto-Tires-Trucks,1.5,37.69,Aisin Seiki Co. Ltd. Unsponsored ADR
ASFI,6.57,Finance,-0.27,10.33,"Asta Funding, Inc."
ASFJ,15.1,Finance,-1.27,,ASFG Inc.
ASG,37.3,Finance,1.34,6.5,Liberty All-Star Growth Fund
ASGLY,1107.59,Industrial Products,0.74,7.11,Asahi Glass Co. Ltd.
ASGN,52.8,Computer and Technology,1.93,70.97,ASGN Incorporated
ASH,60.23,Basic Materials,1.24,76.53,Ashland Global Holdings Inc.
ASHTY,124.81,Industrial Products,1.81,129,Ashtead Group PLC
ASIX,27.91,Basic Materials,1.82,19.96,AdvanSix Inc.
ASLN,32.05,Medical,3.13,2.03,ASLAN Pharmaceuticals Ltd.
ASM,76.59,Basic Materials,0.3,0.5771,Avino Silver
ASMB,26.05,Medical,1.6,20.46,"Assembly Biosciences, Inc."
ASMIY,49.6,Computer and Technology,1.77,112.44,ASM International NV
ASML,421.14,Computer and Technology,1.27,295.94,ASML Holding N.V.
ASNA,9.97,Retail-Wholesale,1.12,7.665,"Ascena Retail Group, Inc."
ASNB,21.49,Medical,-2.31,0.165,AdvanSource Biomaterials Corp.
ASND,42.13,Medical,0.67,139.12,Ascendis Pharma A/S
ASOMY,83.94,Retail-Wholesale,2.81,45.04,ASOS PLS ADR
ASPCF,261.23,Medical,1.87,0.0625,Trimel Pharmaceuticals Corp.
ASPN,24.3,Construction,2.18,7.76,"Aspen Aerogels, Inc."
ASPS,15.69,Finance,1.15,19.33,Altisource Portfolio Solutions S.A.
ASPU,19.17,Computer and Technology,0.9,8,Aspen Group Inc.
ASR,30,Transportation,0.62,187.39,"Grupo Aeroportuario del Sureste, S.A. de C.V."
ASRT,80.68,Medical,1.98,1.25,"ASSERTIO THERAPEUTICS, INC"
ASRV,17.14,Finance,0.35,4.2,AmeriServ Financial Inc.
ASTC,5.92,Aerospace,-0.25,1.8,Astrotech Corporation
ASTE,22.55,Industrial Products,1.51,42,"Astec Industries, Inc."
ASTI,4187.16,Oils-Energy,1.04,0.0001,Ascent Solar Technologies Inc.
ASUR,15.59,Computer and Technology,1.27,8.18,Asure Software Inc
ASUXF,1215.47,Oils-Energy,1.23,0.24,Amerisur Resources PLC
ASX,2160.07,Computer and Technology,0.97,5.56,"Advanced Semiconductor Engineering, Inc."
ASYS,14.27,Computer and Technology,2.35,7.16,"Amtech Systems, Inc."
AT,109.29,Utilities,0.83,2.33,Atlantic Power Corporation
ATASY,1651.57,Construction,0.32,11.68,Atlantia SpA
ATAX,60.83,Finance,0.29,7.7,"America First Multifamily Investors, L.P."
ATBPF,281.05,Medical,-0.28,0.34,Antibe Therapeutics Inc.
ATDRY,3716.91,Auto-Tires-Trucks,0.68,1.98,Auto Trader Group
ATDS,11.69,Industrial Products,-11.04,0.525,"LandStar, Inc."
ATEC,61.36,Medical,1.56,7.095,"Alphatec Holdings, Inc."
ATEN,76.82,Computer and Technology,0.75,6.87,"A10 Networks, Inc."
ATEX,14.84,Computer and Technology,,,"pdvWireless, Inc."
ATEYY,193.77,Computer and Technology,1.34,57.5,Advantest Corp.
ATGE,55.07,Consumer Discretionary,0.87,34.97,Adtalem Global Education Inc.
ATGN,22.92,Computer and Technology,0.23,1.59,AltiGen Communications Inc.
ATH,184.71,Finance,1.03,47.03,Athene Holding Ltd.
ATHE,14.35,Medical,0.94,0.78,Prana Biotechnology Ltd
ATHM,118.06,Computer and Technology,1.27,80.01,Autohome Inc.
ATHX,156.67,Medical,0.33,1.23,"Athersys, Inc."
ATI,126.08,Basic Materials,2.27,20.66,Allegheny Technologies Incorporated
ATIF,36.6,Business Services,,1.95,ATIF Holdings Limited
ATIS,4.31,Computer and Technology,1.35,0.32,ATTIS INDUSTRIES INC.
ATKR,47.17,Industrial Products,1.82,40.46,Atkore International Group Inc.
ATLC,15.87,Finance,-0.17,9.01,Atlanticus Holdings Corporation
ATLKY,1214.69,Industrial Products,1.31,40.15,Atlas Copco AB
ATLO,9.22,Finance,0.59,28.06,Ames National Corporation
ATLS,31.98,Oils-Energy,2.74,0.008,"Atlas Energy Group, LLC"
ATMS,5.15,Medical,-0.59,0.0518,"Artemis Therapeutics, Inc."
ATNI,16,Computer and Technology,0.29,55.39,"ATN International, Inc."
ATNM,164.17,Medical,1.87,0.2177,"Actinium Pharmaceuticals, Inc."
ATNX,77.51,Medical,0.01,15.27,"Athenex, Inc."
ATO,122.26,Utilities,0.15,111.86,Atmos Energy Corporation
ATOM,17.07,Computer and Technology,0.76,3.08,Atomera Incorporated
ATOS,9.13,Medical,3.36,1.57,Atossa Genetics Inc.
ATR,63.93,Industrial Products,0.68,115.62,"AptarGroup, Inc."
ATRA,54.15,Medical,2.07,16.47,"Atara Biotherapeutics, Inc."
ATRC,39.55,Medical,0.32,32.51,"AtriCure, Inc."
ATRI,1.85,Medical,0.15,751.5,Atrion Corporation
ATRO,30.87,Aerospace,1.41,27.95,Astronics Corporation
ATROB,30.87,Aerospace,1.39,28.29,Astronics Corp.
ATRS,163.23,Medical,0.93,4.7,"Antares Pharma, Inc."
ATRX,10.87,Medical,1.93,0.058,"ADHERA THERAPEUTICS, INC."
ATSG,59.37,Transportation,0.98,23.46,"Air Transport Services Group, Inc"
ATTO,75.41,Business Services,0.79,2.88,Atento S.A.
ATUS,636.83,Computer and Technology,0.81,27.34,"Altice USA, Inc."
ATV,2.58,Retail-Wholesale,0.25,18.335,"Acorn International, Inc."
ATVI,768.26,Consumer Discretionary,0.83,59.42,"Activision Blizzard, Inc"
ATXI,16.66,Medical,-0.18,9.6,"Avenue Therapeutics, Inc."
AU,414.66,Basic Materials,-0.95,22.34,AngloGold Ashanti Limited
AUB,80.65,Finance,1.46,37.55,Atlantic Union Bankshares Corporation
AUBN,3.57,Finance,0.44,53,"Auburn National Bancorporation, Inc."
AUCOY,470.19,Basic Materials,0.07,15.52,Polymetal International PLC Sponsored ADR
AUDC,29.17,Computer and Technology,0.59,25.69,AudioCodes Ltd.
AUG,95.23,Basic Materials,0.67,1.44,Auryn Resources Inc.
AUMN,106.73,Basic Materials,0.84,0.31,Golden Minerals Company
AUNFF,116.31,Basic Materials,-0.92,0.2251,Aurcana Corp.
AUOTY,962.42,Computer and Technology,0.75,3.27,AU Optronics Corp
AUPH,107.07,Medical,1.65,20.26,Aurinia Pharmaceuticals Inc
AUTL,40.15,Medical,0.81,13.2,Autolus Therapeutics PLC Sponsored ADR
AUTO,13.15,Auto-Tires-Trucks,0.16,2.47,Autobytel Inc.
AUY,950.43,Basic Materials,0.91,3.95,Yamana Gold Inc.
AVA,66.71,Utilities,0.34,48.09,Avista Corporation
AVAL,1114.05,Finance,0.98,8.72,Grupo Aval Acciones y Valores S.A.
AVAV,23.99,Aerospace,1.17,61.74,"AeroVironment, Inc."
AVB,139.66,Finance,0.45,209.7,"AvalonBay Communities, Inc."
AVBH,5.89,Finance,0.4,24.75,Avidbank Holdings Inc.
AVCO,75.77,Business Services,0.77,1.93,Avalon GloboCare Corp.
AVD,30.19,Basic Materials,1.43,19.47,American Vanguard Corporation
AVDL,37.45,Medical,1.87,7.55,Avadel Pharmaceuticals PLC.
AVEO,160.82,Medical,0.63,0.6243,"AVEO Pharmaceuticals, Inc."
AVGO,397.79,Computer and Technology,0.91,316.02,Broadcom Inc.
AVGR,10.35,Medical,1.69,1.14,"Avinger, Inc."
AVH,82.6,Transportation,1.08,4.46,Avianca Holdings S.A.
AVID,43.05,Computer and Technology,1.96,8.58,"Avid Technology, Inc."
AVIFY,2973,Computer and Technology,0.35,6.97,Advanced Info Service Public Co.
AVLNF,321.29,Basic Materials,-0.52,0.042,Avalon Rare Metals Inc.
AVLR,76.94,Computer and Technology,0.51,73.25,"Avalara, Inc."
AVNS,47.93,Medical,1.48,33.7,"AVANOS MEDICAL, INC."
AVNW,5.43,Computer and Technology,0.81,14.05,"Aviat Networks, Inc."
AVP,443.52,Consumer Staples,1.84,5.64,"Avon Products, Inc."
AVRO,31.67,Medical,2.76,20.13,"AVROBIO, Inc."
AVT,100.96,Computer and Technology,1.34,42.44,"Avnet, Inc."
AVTR,571.73,Medical,,18.15,"Avantor, Inc."
AVVIY,2010.16,Finance,1.18,11.02,Aviva PLC
AVX,169.1,Computer and Technology,1.31,20.47,AVX Corporation
AVXL,56.12,Medical,2.14,2.59,Anavex Life Sciences Corp.
AVY,83.5,Industrial Products,1.3,130.82,Avery Dennison Corporation
AVYA,111.17,Computer and Technology,1.58,13.5,Avaya Holdings Corp.
AWCMY,719.79,Basic Materials,0.48,6.41,Alumina Ltd.
AWEB,2.79,Computer and Technology,-2.66,0.04,Areti Web Innovations Inc.
AWF,86.23,Finance,0.41,12.13,"AllianceBernstein Global High Income Fund, Inc."
AWI,48.5,Construction,1.57,93.97,"Armstrong World Industries, Inc."
AWK,180.78,Utilities,0.05,122.85,"American Water Works Company, Inc."
AWR,36.84,Utilities,-0.15,86.64,American States Water Company
AWRE,21.49,Computer and Technology,-0.2,3.36,"Aware, Inc."
AWSM,25.74,Computer and Technology,0.94,0.0755,"COOL HOLDINGS, INC."
AWX,3.87,Industrial Products,0.99,1.92,Avalon Holdings Corporation
AX,61.29,Finance,0.99,30.28,"AXOS FINANCIAL, INC"
AXAHY,2415.08,Finance,1.07,28.145,Axa Sa
AXAS,168.4,Oils-Energy,1.77,0.3511,Abraxas Petroleum Corporation
AXDX,54.65,Medical,2.72,16.9,"Accelerate Diagnostics, Inc."
AXE,33.83,Computer and Technology,1.96,92.1,Anixter International Inc.
AXGN,39.47,Medical,0.32,17.89,"AxoGen, Inc."
AXGT,22.79,Medical,1.18,5.12,Axovant Sciences Ltd.
AXL,112.48,Auto-Tires-Trucks,2.23,10.76,"American Axle & Manufacturing Holdings, Inc."
AXLA,23.11,Medical,,4.01,Axcella Health Inc.
AXLE,5.4,Transportation,-2.63,0.21,T.J.T. Inc.
AXMP,406.6,Medical,5.05,0.0001,AXM Pharma Inc.
AXNX,28.6,Medical,-1.7,27.71,"Axonics Modulation Technologies, Inc."
AXP,818.27,Finance,1.05,124.49,American Express Company
AXR,8.14,Consumer Staples,1.23,5.98,AMREP Corporation
AXS,83.96,Finance,0.29,59.44,Axis Capital Holdings Limited
AXSM,34.51,Medical,3.35,103.36,"Axsome Therapeutics, Inc."
AXTA,234.65,Basic Materials,1.45,30.4,Axalta Coating Systems Ltd.
AXTI,40.22,Computer and Technology,1.58,4.35,AXT Inc
AXU,118.68,Basic Materials,-0.04,2.32,Alexco Resource Corp
AXXDF,139.35,Basic Materials,0.63,0.1653,Alderon Iron Ore Corp.
AXXIY,8.64,Basic Materials,-0.26,2.75,Alexium International Group
AY,100.22,Utilities,0.53,26.39,Atlantica Yield PLC
AYI,39.62,Construction,1.54,138,Acuity Brands Inc
AYR,74.64,Transportation,1.53,32.01,Aircastle Limited
AYTU,20.73,Medical,4.61,0.9725,"Aytu Bioscience, Inc."
AYX,65.07,Computer and Technology,1,100.07,"Alteryx, Inc."
AZN,2623.76,Medical,0.46,49.86,AstraZeneca PLC
AZO,23.83,Retail-Wholesale,0.62,1191.3101,"AutoZone, Inc."
AZPN,68.21,Computer and Technology,1.52,120.93,"Aspen Technology, Inc."
AZRE,41.04,Oils-Energy,1.29,12.58,Azure Power Global Ltd.
AZRX,26.16,Medical,2.32,1.04,AZURRX BIOPHARM
AZSEY,4244.59,Finance,0.89,24.21,Allianz SE
AZUL,418.53,Transportation,-0.49,42.8,AZUL SA
AZZ,26.24,Industrial Products,1.44,45.95,AZZ Inc.
B,50.71,Industrial Products,1.43,61.96,"Barnes Group, Inc."
BA,562.79,Aerospace,1.19,325.76,The Boeing Company
BAA,109.76,Basic Materials,,,BANRO CORPORATION
BABA,2544.4,Retail-Wholesale,2.25,212.1,Alibaba Group Holding Limited
BABB,7.26,Consumer Staples,0.03,0.837,BAB Inc.
BAC,8995.11,Finance,1.65,35.22,Bank of America Corporation
BACHY,11775.51,Finance,1.04,10.63,Bank of China Ltd.
BAESY,797.14,Aerospace,1.03,30.28,Bae Systems PLC
BAFYY,344.87,Construction,0.83,7.03,Balfour Beatty PLC
BAH,140.38,Business Services,0.87,71.13,Booz Allen Hamilton Holding Corporation
BAK,398.61,Oils-Energy,1.04,14.8,Braskem S.A.
BAM,1047.87,Finance,1.05,57.8,Brookfield Asset Management Inc
BAMXF,601.91,Auto-Tires-Trucks,1.21,81.3,Bayerische Motoren Werke AG
BANC,50.88,Finance,1.41,17.18,"Banc of California, Inc."
BAND,23.49,Computer and Technology,0.52,64.05,Bandwidth Inc.
BANF,32.67,Finance,0.86,62.44,BancFirst Corporation
BANR,34.13,Finance,0.83,56.59,Banner Corporation
BANX,6.55,Finance,0.43,22.3,StoneCastle Financial Corp
BAP,79.76,Finance,0.67,213.13,Credicorp Ltd.
BASFY,3673.91,Basic Materials,1.11,18.715,BASF SE
BASI,10.51,Medical,0.8,4.95,"Bioanalytical Systems, Inc."
BASX,25.06,Oils-Energy,2.32,0.265,"Basic Energy Services, Inc."
BATRA,10.27,Finance,0.81,29.65,Liberty Media Corporation
BATRB,0.98,Finance,0.73,30,Liberty Media Corporation
BATRK,39.81,Finance,0.76,29.54,Liberty Media Corporation
BAX,510.56,Medical,0.98,83.62,Baxter International Inc.
BAYK,13.32,Finance,0.46,8.65,Bay Banks of Virginia Inc.
BAYRY,3730.2,Medical,1.03,20.28,Bayer Aktiengesellschaft
BB,552.13,Computer and Technology,1.8,6.42,BlackBerry Limited
BBAR,204.22,Finance,0.78,5.57,BBVA Banco Frances S.A.
BBAVY,209.26,Transportation,1.38,16.75,SIGNATURE AVIAT
BBBY,126.57,Retail-Wholesale,1.36,17.3,Bed Bath & Beyond Inc.
BBCP,58.2,Business Services,0.86,5.47,"CONCRETE PUMPING HOLDINGS, INC."
BBD,8032.3,Finance,0.8,8.95,Banco Bradesco SA
BBDC,51.2,Finance,0.67,10.28,"BARINGS BDC, INC."
BBDO,8032.3,Finance,0.92,8.6812,Banco Bradesco SA
BBGI,27.87,Consumer Discretionary,1.06,3.09,"Beasley Broadcast Group, Inc."
BBH,2.65,Finance,1.32,139.42,VanEck Vectors Biotech ETF
BBI,7.81,Medical,0.12,1.5,Vical Incorporated
BBIO,123.57,Medical,,35.05,"BridgeBio Pharma, Inc."
BBL,1056,Basic Materials,0.97,47.01,BHP Billiton PLC
BBQ,9.27,Retail-Wholesale,1.01,3.93,"Famous Dave's of America, Inc."
BBSEY,2000,Finance,0.91,9.85,BB Seguridade Participacoes SA
BBSI,7.49,Business Services,0.97,90.46,"Barrett Business Services, Inc."
BBU,66.18,Business Services,1.44,41.28,Brookfield Business Partners L.P.
BBVA,6667.89,Finance,1.05,5.58,Banco Bilbao Viscaya Argentaria S.A.
BBW,15.22,Retail-Wholesale,0.53,3.24,"Build-A-Bear Workshop, Inc."
BBX,95.56,Finance,1.79,4.77,BBX Capital Corp.
BBXTB,95.56,Finance,1.55,4.69,BBX Capital Corp.
BBY,258.78,Retail-Wholesale,1.15,87.8,"Best Buy Co., Inc."
BC,81.57,Consumer Discretionary,1.7,59.98,Brunswick Corporation
BCAUY,504.53,Auto-Tires-Trucks,2.2,10.4875,Brilliance China Automotive Holdings Ltd. Unsponsored ADR
BCBP,16.5,Finance,0.82,13.79,"BCB Bancorp, Inc. (NJ)"
BCC,38.98,Construction,2.04,36.53,"Boise Cascade, L.L.C."
BCCI,166.48,Consumer Staples,10.13,0.0175,Baristas Coffee Company Inc.
BCDA,6.83,Medical,2.12,3.68,"BioCardia, Inc."
BCE,903.76,Utilities,0.36,46.35,"BCE, Inc."
BCEI,20.64,Oils-Energy,1.66,23.34,"Bonanza Creek Energy, Inc."
BCEL,27.96,Medical,,15.47,"Atreca, Inc."
BCH,505.08,Finance,0.33,20.99,Banco De Chile
BCHEY,113.91,Oils-Energy,2.57,35.72,Beach Energy Ltd.
BCKIY,505.6,Construction,0.53,7.8,Babcock International Group PLC
BCLI,22.61,Medical,1.39,4.28,Brainstorm Cell Therapeutics Inc.
BCML,12.94,Finance,0.36,22.74,Bay Commercial Bank
BCMXY,2970.51,Finance,0.32,17.9,Bank of Communications Co.
BCO,50.03,Business Services,1.54,90.68,Brink's Company (The)
BCOM,37.28,Utilities,1.75,1.79,B Communications Ltd.
BCOR,48.85,Business Services,0.77,26.14,"Blucora, Inc."
BCOV,38.8,Computer and Technology,0.78,8.69,Brightcove Inc.
BCOW,4.88,Finance,,10.78,"1895 Bancorp of Wisconsin, Inc."
BCPC,32.17,Basic Materials,1.18,101.63,Balchem Corporation
BCRH,8.77,Finance,0.72,6.86,Blue Capital Reinsurance Holdings Ltd.
BCRX,148.37,Medical,2.1,3.45,"BioCryst Pharmaceuticals, Inc."
BCS,4312.31,Finance,1.03,9.52,Barclays PLC
BCSF,51.65,Finance,0.96,19.76,"Bain Capital Specialty Finance, Inc."
BCTF,3.21,Finance,0.73,15.27,BANCORP 34 INC
BCTXF,216.59,Medical,0.68,0.0328,BRIACELL THERAP
BCV,5.12,Finance,0.9,26.095,Bancroft Fund Limited
BCYC,17.7,Medical,,9.43,Bicycle Therapeutics PLC Sponsored ADR
BDC,45.46,Industrial Products,2.37,55,Belden Inc
BDCO,12.33,Oils-Energy,0.94,0.4638,Blue Dolphin Energy Co.
BDGE,19.83,Finance,1.11,33.53,"Bridge Bancorp, Inc."
BDGSF,49.17,Finance,0.49,21.7,BGEO Group PLC
BDIMF,55.43,Business Services,1.71,1.39,Black Diamond Group Ltd.
BDL,1.86,Retail-Wholesale,0.1,22.1399,"Flanigan's Enterprises, Inc."
BDN,176.2,Finance,0.92,15.75,Brandywine Realty Trust
BDORY,2865.42,Finance,0.79,12.95,Banco Do Brasil SA
BDR,9.63,Computer and Technology,1.03,0.76,"Blonder Tongue Laboratories, Inc."
BDSI,89.52,Medical,0.43,6.32,"BioDelivery Sciences International, Inc."
BDX,270.46,Medical,1.07,271.97,"Becton, Dickinson and Company"
BE,118.01,Oils-Energy,4.14,7.47,Bloom Energy Corporation
BEAT,33.89,Medical,1.31,46.3,"BioTelemetry, Inc."
BEBE,11.37,Retail-Wholesale,1.26,5.99,"bebe stores, inc."
BECN,68.59,Retail-Wholesale,1.39,31.98,"Beacon Roofing Supply, Inc."
BEDU,123.92,Consumer Discretionary,1.28,8.83,Bright Scholar Education Holdings Ltd.
BEEN,4834.6,Industrial Products,19.59,0.002,Better Environment Concepts Inc.
BELFA,12.27,Computer and Technology,2.13,16.2,Bel Fuse Inc.
BELFB,12.27,Computer and Technology,1.58,20.5,Bel Fuse Inc.
BEN,499.16,Finance,1.2,25.98,"Franklin Resources, Inc."
BEOB,1.18,Finance,0.32,35,BEO Bancorp
